,name,map_url,img_url,rating,total_review,address,city,category,about,keyword_category,latitude,longitude,id
1397,Bakmi Yu Nur,https://www.google.com/maps/place/Bakmi+Yu+Nur/data=!4m7!3m6!1s0x2e7afdcfa9d4bc91:0xcbb876a955cb594a!8m2!3d-7.9352149!4d110.220979!16s%2Fg%2F11b86m_3pd!19sChIJkbzUqc_9ei4RSlnLVal2uMs?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPcuQCwub_1F5DCHq8sep1SbhFp6bUVQ8TZmGl_=w408-h306-k-no,4.3,338.0,"367C+W99, Jimatan, Jatirejo, Kec. Lendah, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55663",Kabupaten Kulon Progo,"{""luas"": ""18"", ""parkir"": ""16"", ""gula_batu"": ""10"", ""malam"": ""8"", ""warung"": ""7"", ""nasi_goreng"": ""7"", ""sawah"": ""6"", ""bakmi_jawa"": ""6"", ""masakan"": ""4"", ""arang"": ""3""}","{""opsi_layanan"": ""bawa pulang, makan di tempat"", ""No aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""fasilitas"": ""toilet"", ""suasana"": ""santai"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.93521,110.221,1397
1398,Bakso Selera,https://www.google.com/maps/place/Bakso+Selera/data=!4m7!3m6!1s0x2e69f3503d487c61:0xd74ff69443400a66!8m2!3d-6.2245153!4d106.8997953!16s%2Fg%2F11bc7s9pnd!19sChIJYXxIPVDzaS4RZgpAQ5T2T9c?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOz0mZ982-j5jiWC8zk8M6YqcBB6mG7IMNSVP_D=w426-h240-k-no,4.5,783.0,"Jl. Balai Rakyat No.15, RT.4/RW.1, Pd. Bambu, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13430",Kota Jakarta Timur,"{""mie_ayam"": ""44"", ""harga"": ""25"", ""ceker"": ""15"", ""kuahnya"": ""12"", ""parkir"": ""9"", ""smp"": ""6"", ""telur"": ""6"", ""keluarga"": ""5"", ""tahu"": ""5"", ""emping"": ""4""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""penawaran"": ""makanan halal"", ""pilihan_makan"": ""sarapan, makan siang, makan malam, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.22452,106.9,1398
1399,Bubur Ayam SEDERHANA,https://www.google.com/maps/place/Bubur+Ayam+SEDERHANA/data=!4m7!3m6!1s0x2e69f35a89675fe9:0x18dc5fdbef5ee699!8m2!3d-6.2227161!4d106.8994549!16s%2Fg%2F11fx91f_4w!19sChIJ6V9niVrzaS4RmeZe79tf3Bg?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNe1c07yDaLsd5S_LymmGrYWfMI4YrmBWa3AwOL=w408-h301-k-no,4.7,7.0,"8, Jl. Pahlawan Revolusi No.33 rt08/04, RT.8/RW.9, Klender, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13470",Kota Jakarta Timur,{},"{""opsi_layanan"": ""pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""makan malam, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""ramah keluarga"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.22272,106.899,1399
1400,Dapoer Khayangan,https://www.google.com/maps/place/Dapoer+Khayangan/data=!4m7!3m6!1s0x2e7af13cdd082457:0x37f9d9c648c1bb51!8m2!3d-7.7453384!4d110.1808929!16s%2Fg%2F11nfzw6kn6!19sChIJVyQI3Tzxei4RUbvBSMbZ-Tc?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPFkQ2OJXQXH1fPoxcj_xo9aEBBPQ2wa5B8YqeZ=w408-h544-k-no,4.3,293.0,"Turusan, Pendoworejo, Kec. Girimulyo, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55674",Kabupaten Kulon Progo,"{""sungai"": ""28"", ""keluarga"": ""19"", ""parkir"": ""11"", ""pelayanan"": ""11"", ""pemandangan"": ""10"", ""panas"": ""7"", ""musik"": ""6"", ""tempat_bermain"": ""5"", ""pegunungan"": ""5"", ""cemilan"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, katering, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['tempat makan'],-7.74534,110.181,1400
1401,Dapur SEMAR,https://www.google.com/maps/place/Dapur+SEMAR/data=!4m7!3m6!1s0x2e7afb3033cbcf5d:0x38d025a32f962b62!8m2!3d-7.8588264!4d110.1494337!16s%2Fg%2F11bx56d83d!19sChIJXc_LMzD7ei4RYiuWL6Ml0Dg?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOwM_-i95Tt7a64bpo8H55S8PiQRooaNjUqPcv0=w480-h240-k-no,4.2,1383.0,"RSUD, Jl. Tentara Pelajar Jl. Wates, Area Sawah, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",Kabupaten Kulon Progo,"{""luas"": ""96"", ""sawah"": ""48"", ""masakannya"": ""43"", ""meeting"": ""30"", ""sejuk"": ""13"", ""gurameh"": ""9"", ""reuni"": ""8"", ""angin"": ""8"", ""nyaman"": ""7"", ""tempe"": ""5""}","{""dari_bisnis"": ""mengidentifikasi diri sebagai milik perempuan"", ""opsi_layanan"": ""tempat duduk di area terbuka, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""penawaran"": ""hidangan larut malam, kopi, makanan halal, menu untuk anak-anak, pilihan menu vegetarian, varian menu vegan"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, katering, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, kursi tinggi, toilet, toilet netral gender, wi-fi, wi-fi gratis"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit""}",['tempat makan'],-7.85883,110.149,1401
1402,Resto Simpang Tiga,https://www.google.com/maps/place/Resto+Simpang+Tiga/data=!4m7!3m6!1s0x2e7afb8de907594f:0x31760b53a02a78ee!8m2!3d-7.8605292!4d110.1589569!16s%2Fg%2F11h4ycqn7f!19sChIJT1kH6Y37ei4R7ngqoFMLdjE?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMh2mKfRx0p4I3BW12X3LgWBPBBmQABCZHLZsIr=w426-h240-k-no,4.9,8.0,"Jl. Sudibyo No.3, Driyan, Wates, Kec. Wates, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55651",Kabupaten Kulon Progo,{},"{""opsi_layanan"": ""bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""makan siang"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.86053,110.159,1402
1403,Dea Lokha HOTEL,https://www.google.com/maps/place/Dea+Lokha+HOTEL/data=!4m10!3m9!1s0x2e7bb3db3355f303:0xd82c70d83166eed4!5m2!4m1!1i2!8m2!3d-7.956326!4d110.5917719!16s%2Fg%2F11fpq6jvvl!19sChIJA_NVM9uzey4R1O5mMdhwLNg?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN00aBHMlZdBCFY5a2dkzKTfdsULFmCD05RxQ5T=w408-h510-k-no,4.6,402.0,"Jl. KH Agus Salim No.148, Ledoksari, Kepek, Kec. Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55813",Kabupaten Gunung Kidul,{},{},['penginapan'],-7.95633,110.592,1403
1404,Hotel/penginapan kayoe Sangkretan & Kopi Me-wah,https://www.google.com/maps/place/Hotel%2Fpenginapan+kayoe+Sangkretan+%26+Kopi+Me-wah/data=!4m7!3m6!1s0x2e7ae3a49567b6e5:0x709d40edaeee3ac9!8m2!3d-7.9036321!4d110.0785857!16s%2Fg%2F11ngsp8rkn!19sChIJ5bZnlaTjei4RyTruru1AnXA?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipN0F1X3B4AO4nBWUCjcVj5Qj6b6wQ711w4anFtp=w426-h240-k-no,5.0,3.0,"Sangkretan, Glagah, Kec. Temon, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55654",Kabupaten Kulon Progo,{},{},['penginapan'],-7.90363,110.079,1404
1405,Edwin's Gallery,https://www.google.com/maps/place/Edwin%27s+Gallery/data=!4m7!3m6!1s0x2e69f4210cd75aa7:0xb052463a781fed24!8m2!3d-6.2591797!4d106.8154931!16s%2Fg%2F1tf7j_6_!19sChIJp1rXDCH0aS4RJO0feDpGUrA?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPeo_t1mdQIIxHWmyZDHmQDXsoRzeR0egp-YLkM=w408-h306-k-no,4.6,209.0,"No Jl. Kemang Raya No.21, RT.6/RW.1, Bangka, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12730",Kota Jakarta Selatan,"{""ruang"": ""6"", ""artis"": ""6"", ""seni_kontemporer"": ""5"", ""lukisan"": ""5"", ""pengalaman"": ""4"", ""kartu_ucapan"": ""3"", ""pertunjukan"": ""3"", ""kurator"": ""3"", ""foto"": ""3""}","{""description"": ""galeri sejak lama yang memamerkan karya seniman kontemporer indonesia & internasional yang sedang naik daun."", ""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""fasilitas"": ""toilet""}",['tempat wisata'],-6.25918,106.815,1405
1406,Embun segoro Homestay,https://www.google.com/maps/place/Embun+segoro+Homestay/data=!4m7!3m6!1s0x2e7bba938d9f80db:0x6f63fcd5a16e03f7!8m2!3d-8.1333542!4d110.5515649!16s%2Fg%2F11ddwt0tp5!19sChIJ24CfjZO6ey4R9wNuodX8Y28?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPgZ7vKuk-ogppDspctE_ZlqL8fl85d2Wmyh-_2=w408-h544-k-no,4.7,186.0,"Jl. Ke Puncak Tim., Rejosari, Kemadang, Kec. Tanjungsari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55881",Kabupaten Gunung Kidul,"{""pemandangan"": ""18"", ""laut"": ""16"", ""dapur"": ""10"", ""liburan"": ""8"", ""sunrise"": ""7"", ""ac"": ""6"", ""air"": ""6"", ""luas"": ""5"", ""villa"": ""5"", ""orang"": ""5""}",{},['penginapan'],-8.13335,110.552,1406
1407,LEMBAH WOLULAS,https://www.google.com/maps/place/LEMBAH+WOLULAS/data=!4m7!3m6!1s0x2e7a571b80bedc17:0x21f16c776efbfef7!8m2!3d-7.8303282!4d110.3936026!16s%2Fg%2F11dfl5vrnc!19sChIJF9y-gBtXei4R9_77bnds8SE?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMl8OCJK4Kz-Hwi-jAUF81ZZsJ9Vn43uxBHhLmR=w408-h306-k-no,4.5,21.0,"599V+VC9, Giwangan, Kec. Umbulharjo, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55163",Kota Yogyakarta,"{""perahu"": ""3""}","{""fasilitas"": ""cocok untuk anak-anak""}",['tempat wisata'],-7.83033,110.394,1407
1408,Enak,https://www.google.com/maps/place/Enak/data=!4m7!3m6!1s0x2e6a1d918a5d2075:0xc84b47d75865eb39!8m2!3d-6.1250859!4d106.788238!16s%2Fg%2F11fr3lq_jv!19sChIJdSBdipEdai4ROetlWNdHS8g?authuser=0&hl=id&rclk=1,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b9_m-twoOaLg8zMlM9MEjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=97.41147&pitch=0&thumbfov=100,,,"Jl. Pluit Kencana Raya No.5, RT.19/RW.6, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",Kota Jakarta Utara,"{""standar"": ""43"", ""kolam_ikan"": ""37"", ""pesan"": ""31"", ""gurame"": ""22"", ""makan_bersama"": ""15"", ""sayur_asem"": ""10"", ""relatif"": ""9"", ""karedok"": ""6"", ""kangkung"": ""6"", ""masakan_sunda"": ""5""}",{},['tempat makan'],-6.12509,106.788,1408
1409,FOOD HALL — Plaza Indonesia,https://www.google.com/maps/place/FOOD+HALL+%E2%80%94+Plaza+Indonesia/data=!4m7!3m6!1s0x2e69f4210fd09ea5:0x311eac3e0d9f35b7!8m2!3d-6.1935362!4d106.8221665!16s%2Fg%2F11gfhqwgvs!19sChIJpZ7QDyH0aS4RtzWfDT6sHjE?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNrl6bArUitZVT5opaxnPP2R7g5rGeILBev4UXg=w408-h306-k-no,4.7,364.0,"Jl. M.H. Thamrin No.28-30, RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",Kota Jakarta Pusat,"{""impor"": ""9"", ""harga"": ""9"", ""kebutuhan"": ""5"", ""buah"": ""3""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, ambil di toko, belanja di toko, pengiriman di hari yang sama"", ""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda""}",['kegiatan'],-6.19354,106.822,1409
1410,GEBLEK PARI (Asli & Pertama) cafe terdekat,https://www.google.com/maps/place/GEBLEK+PARI+%28Asli+%26+Pertama%29+cafe+terdekat/data=!4m7!3m6!1s0x2e7af11478863d8d:0x7c90847fd3a40a64!8m2!3d-7.7456537!4d110.2059503!16s%2Fg%2F11f0xxrt3h!19sChIJjT2GeBTxei4RZAqk03-EkHw?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMJHyVMIyF4k6VmbxIDCXb7tRoaDdqPAqu-RUO2=w408-h725-k-no,4.4,3724.0,"Pronosutan, Kembang, Kec. Nanggulan, Kabupaten Kulon Progo, Daerah Istimewa Yogyakarta 55671",Kabupaten Kulon Progo,"{""sawah"": ""590"", ""pemandangan"": ""344"", ""bukit"": ""181"", ""pedesaan"": ""114"", ""pegunungan"": ""93"", ""skuter"": ""76"", ""sereh"": ""21"", ""kopi_klotok"": ""17"", ""volkswagen"": ""9"", ""kara_benguk"": ""8""}","{""description"": ""restoran perdesaan yang menyajikan makanan dan minuman tradisional di tempat terpencil menghadap ke sawah."", ""opsi_layanan"": ""tempat duduk di area terbuka, bawa pulang, makan di tempat"", ""aksesibilitas"": ""pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda, toilet khusus pengguna kursi roda"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""hidangan organik, kopi, makanan halal, menu untuk anak-anak, pilihan menu vegetarian, varian menu vegan"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, kursi tinggi, toilet, toilet netral gender"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""pembayaran nfc dengan ponsel""}",['tempat makan'],-7.74565,110.206,1410
1411,Gerobak Betawi Taman Ratu,https://www.google.com/maps/place/Gerobak+Betawi+Taman+Ratu/data=!4m7!3m6!1s0x2e69f7879df5c781:0x85180bdf3de3485f!8m2!3d-6.1699619!4d106.7665786!16s%2Fg%2F1hm1wcqmq!19sChIJgcf1nYf3aS4RX0jjPd8LGIU?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPTCoNeAXK1B9aom2SctKNh8rktHu7_5375ewBA=w428-h240-k-no,4.4,2250.0,"Jl. Surya Wijaya Blk. BB1 No.1D, RW.11, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520",Kota Jakarta Utara,"{""masakan_indonesia"": ""58"", ""pelayan"": ""19"", ""makanan_tradisional"": ""19"", ""nyamuk"": ""17"", ""kue_rangi"": ""10"", ""ketoprak"": ""10"", ""tahu_gejrot"": ""9"", ""smoking"": ""9"", ""peda"": ""7""}","{""opsi_layanan"": ""tempat duduk di area terbuka, ambil di tepi jalan, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""hidangan larut malam, kopi, makanan halal"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet, wi-fi, wi-fi gratis"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit, kartu kredit""}",['tempat makan'],-6.16996,106.767,1411
1412,Richeese Factory,https://www.google.com/maps/place/Richeese+Factory/data=!4m7!3m6!1s0x2e69f709111d397d:0xebbacd2fa7937018!8m2!3d-6.1531073!4d106.7282285!16s%2Fg%2F11j3rlrqz5!19sChIJfTkdEQn3aS4RGHCTpy_Nuus?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNUOUDIaYJG2vK3drBbF2KxNVMyQTTTrn0cjILc=w426-h240-k-no,3.5,21.0,"Jl. Lkr. Luar Barat, RT.1/RW.2, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",Kota Jakarta Barat,{},"{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""penawaran"": ""makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""makan siang, makan malam, hidangan penutup"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok""}",['tempat makan'],-6.15311,106.728,1412
1413,Sate Khas Senayan - Citra Garden 6,https://www.google.com/maps/place/Sate+Khas+Senayan+-+Citra+Garden+6/data=!4m7!3m6!1s0x2e6a02b043591343:0x39ca46374a64855b!8m2!3d-6.1270975!4d106.7135055!16s%2Fg%2F11f24x1tdc!19sChIJQxNZQ7ACai4RW4VkSjdGyjk?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPhGAyCnfaIAtFfJCxFq6lrv-_emv6XzQkIlnEG=w408-h306-k-no,4.3,852.0,"Food Festival Citra 6, Citra Garden City blok L2 unit 2B - Phase 1, RT.5/RW.5, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820, Indonesia",Kabupaten Kepulauan Seribu,"{""harga"": ""27"", ""masakan_indonesia"": ""16"", ""pelayan"": ""12"", ""nasi"": ""12"", ""luas"": ""11"", ""keluarga"": ""10"", ""tahu"": ""7"", ""masakan_jawa"": ""5"", ""telur"": ""5"", ""sate_ayam"": ""5""}","{""opsi_layanan"": ""antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""penawaran"": ""kopi, makanan halal, pilihan menu vegetarian"", ""pilihan_makan"": ""brunch, makan siang, makan malam, katering, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet, wi-fi, wi-fi gratis"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok, ramah keluarga"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""kartu debit, kupon makanan, kartu kredit""}",['tempat makan'],-6.1271,106.714,1413
1414,Warung Pojok Mas Mus,https://www.google.com/maps/place/Warung+Pojok+Mas+Mus/data=!4m7!3m6!1s0x2e6a1ddc9a4149cb:0xae095219eddc7e2!8m2!3d-6.1333646!4d106.7694453!16s%2Fg%2F11gnsdnnj8!19sChIJy0lBmtwdai4R4sfdniGV4Ao?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPNFnwKTQDFsxzna-dpTXWWOENE2-hN5_IqdPxC=w408-h725-k-no,5.0,4.0,"Samping TK, Jl. Empang Lap. Barat No.68 B, RT.16/RW.4, Kapuk Muara, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14460, Indonesia",Kabupaten Kepulauan Seribu,{},"{""opsi_layanan"": ""ambil di tepi jalan, pesan antar, bawa pulang, makan di tempat"", ""penawaran"": ""kopi, makanan halal"", ""pilihan_makan"": ""sarapan, makan siang, makan malam, katering"", ""suasana"": ""nyaman, santai"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-6.13336,106.769,1414
1415,Griya Dahar MBOK SUM,https://www.google.com/maps/place/Griya+Dahar+MBOK+SUM/data=!4m7!3m6!1s0x2e7a549dc0465e0f:0xac8d8bcde844ac8d!8m2!3d-7.930969!4d110.4246198!16s%2Fg%2F11c7t4196f!19sChIJD15GwJ1Uei4RjaxE6M2Ljaw?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipMwKDt25navwKHeKGhoVuVuqwkMRpF-1yTKYtVG=w426-h240-k-no,4.4,537.0,"Cempluk, Mangunan, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783",Kabupaten Bantul,"{""luas"": ""38"", ""ayam_kampung"": ""24"", ""ayam_goreng"": ""12"", ""wisata"": ""11"", ""nasi"": ""10"", ""toilet"": ""8"", ""area"": ""6"", ""gazebo"": ""5"", ""tempe"": ""5"", ""bangunan"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, antar tanpa bertemu, pesan antar, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""sarapan, makan siang, makan malam, katering, hidangan penutup, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi""}",['tempat makan'],-7.93097,110.425,1415
1416,Griya Limasan Hotel,https://www.google.com/maps/place/Griya+Limasan+Hotel/data=!4m10!3m9!1s0x2e7bb35c696c1b6f:0x4dc04ff3f9990263!5m2!4m1!1i2!8m2!3d-7.9648727!4d110.6089885!16s%2Fg%2F11c38dkq7m!19sChIJbxtsaVyzey4RYwKZ-fNPwE0?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipOZuPGpS2wr42lrHAfKmBVKAVcalg7HLFXsRmDX=w408-h272-k-no,4.3,412.0,"Jl. Kecubung, Pandansari, Wonosari, Kec. Wonosari, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55851",Kabupaten Gunung Kidul,{},{},['penginapan'],-7.96487,110.609,1416
1417,Gudeg YU DJUM,https://www.google.com/maps/place/Gudeg+YU+DJUM/data=!4m7!3m6!1s0x2e7a4d09d368b5d5:0xb3a7ade8180271c5!8m2!3d-7.9105901!4d110.5544433!16s%2Fg%2F11cjhryq4l!19sChIJ1bVo0wlNei4RxXECGOitp7M?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipPn7Ypbm1vCxRE7oQlLanXuUeY8z1kCJmvWkSUt=w408-h306-k-no,4.3,1420.0,"Jalan Raya Jogja-Wonosari KM 7, Playen, Gading II, Gading, Kec. Playen, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55861",Kabupaten Gunung Kidul,"{""manis"": ""59"", ""luas"": ""58"", ""parkir"": ""41"", ""lidah"": ""11"", ""toilet"": ""11"", ""krecek"": ""9"", ""kuliner"": ""8"", ""keluarga"": ""8"", ""makanan_tradisional"": ""6"", ""pantai"": ""6""}","{""opsi_layanan"": ""bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""kopi, makanan halal, menu untuk anak-anak"", ""pilihan_makan"": ""sarapan, brunch, makan siang, makan malam"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.91059,110.554,1417
1418,Gule & Tongseng Ayam Kampung Sudimoro 3,https://www.google.com/maps/place/Gule+%26+Tongseng+Ayam+Kampung+Sudimoro+3/data=!4m7!3m6!1s0x2e7a561b43542787:0xb99571ed7cfd27e7!8m2!3d-7.86857!4d110.337607!16s%2Fg%2F11b6gqg_48!19sChIJhydUQxtWei4R5yf9fO1xlbk?authuser=0&hl=id&rclk=1,https://lh5.googleusercontent.com/p/AF1QipNs5gPkQL-syYnGM5gpBkWPkNtWT5BwkWRFPBUq=w408-h725-k-no,4.6,856.0,"48JQ+H2H, Jl. Bantul, Sawahan, Pendowoharjo, Kec. Sewon, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186",Kabupaten Bantul,"{""manis"": ""19"", ""panas"": ""17"", ""pasar"": ""15"", ""daging"": ""15"", ""parkir"": ""12"", ""nasi"": ""8"", ""pedas"": ""7"", ""empuk"": ""6"", ""pedes"": ""6"", ""gulai"": ""5""}","{""opsi_layanan"": ""tempat duduk di area terbuka, bawa pulang, makan di tempat"", ""No aksesibilitas"": ""kursi khusus pengguna kursi roda, pintu masuk khusus pengguna kursi roda, tempat parkir khusus pengguna kursi roda"", ""penawaran"": ""makanan halal"", ""pilihan_makan"": ""sarapan, makan siang, tempat duduk"", ""fasilitas"": ""cocok untuk anak-anak, toilet"", ""suasana"": ""nyaman, santai"", ""tipe_pengunjung"": ""berkelompok"", ""perencanaan"": ""menerima reservasi"", ""pembayaran"": ""hanya tunai""}",['tempat makan'],-7.86857,110.338,1418
